shipdate-clean,PRODUCTGROUPNAME,totalprice
2010-04-19,BOOK,68.95
2010-04-19,CALENDAR,35.9
2010-04-19,OCCASION,57.36
2010-04-20,ARTWORK,1955.0
2010-04-20,BOOK,120.85000000000001
2010-04-20,OCCASION,114.72000000000001
2010-04-21,APPAREL,79.9
2010-04-21,ARTWORK,2555.0
2010-04-21,BOOK,49.95
2010-04-21,OCCASION,57.36
2010-04-22,APPAREL,39.95
2010-04-22,ARTWORK,1455.0
2010-04-22,BOOK,74.85
2010-04-22,CALENDAR,17.95
2010-04-22,OCCASION,19.12
2010-04-23,ARTWORK,1345.0
2010-04-23,BOOK,22.0
2010-04-23,OCCASION,57.36
2010-04-24,ARTWORK,2595.0
2010-04-26,ARTWORK,1895.0
2010-04-26,BOOK,112.85000000000001
2010-04-26,CALENDAR,35.9
2010-04-26,OCCASION,58.379999999999995
2010-04-27,ARTWORK,1420.0
2010-04-27,BOOK,104.95
2010-04-27,CALENDAR,35.9
2010-04-28,ARTWORK,1970.0
2010-04-29,ARTWORK,1440.0
2010-04-29,BOOK,23.9
2010-04-29,OCCASION,297.93
2010-04-30,ARTWORK,1245.0
2010-04-30,OCCASION,236.16
2010-05-03,ARTWORK,4805.0
2010-05-03,OCCASION,470.29
2010-05-04,ARTWORK,770.0
2010-05-04,BOOK,23.95
2010-05-05,ARTWORK,2380.0
2010-05-05,BOOK,11.0
2010-05-05,OCCASION,107.84
2010-05-06,ARTWORK,350.0
2010-05-06,BOOK,12.95
2010-05-06,CALENDAR,17.95
2010-05-06,OCCASION,78.72
2010-05-07,ARTWORK,2495.0
2010-05-07,BOOK,15.0
2010-05-10,ARTWORK,4250.0
2010-05-10,BOOK,179.52
2010-05-10,OCCASION,2706.089999999998
2010-05-11,ARTWORK,2245.0
2010-05-11,BOOK,36.95
2010-05-11,OCCASION,38.8
2010-05-12,ARTWORK,1450.0
2010-05-12,BOOK,56.85000000000001
2010-05-12,OCCASION,92.06
2010-05-13,ARTWORK,0.0
2010-05-13,BOOK,74.0
2010-05-13,OCCASION,58.480000000000004
2010-05-14,ARTWORK,195.0
2010-05-14,OCCASION,455.42
2010-05-17,ARTWORK,2845.0
2010-05-17,BOOK,71.85
2010-05-17,CALENDAR,17.95
2010-05-17,OCCASION,74.38
2010-05-18,ARTWORK,1785.0
2010-05-18,OCCASION,59.04
2010-05-19,ARTWORK,1180.0
2010-05-19,BOOK,66.79
2010-05-19,OCCASION,213.07
2010-05-20,ARTWORK,2290.0
2010-05-20,OCCASION,57.92
2010-05-21,ARTWORK,160.0
2010-05-21,BOOK,205.44999999999996
2010-05-21,CALENDAR,17.95
2010-05-21,OCCASION,96.66999999999999
2010-05-24,ARTWORK,1765.0
2010-05-24,BOOK,49.900000000000006
2010-05-25,ARTWORK,2650.0
2010-05-25,BOOK,14.95
2010-05-25,OCCASION,58.48
2010-05-26,ARTWORK,2065.0
2010-05-26,BOOK,59.849999999999994
2010-05-26,OCCASION,78.16
2010-05-27,ARTWORK,2090.0
2010-05-27,BOOK,68.85
2010-05-27,OCCASION,38.24
2010-05-28,ARTWORK,1110.0
2010-06-01,ARTWORK,1880.0
2010-06-01,BOOK,27.95
2010-06-01,OCCASION,334.56000000000006
2010-06-02,ARTWORK,52650.75
2010-06-02,OCCASION,98.4
2010-06-03,ARTWORK,2575.0
2010-06-03,BOOK,14.95
2010-06-03,OCCASION,58.94
2010-06-04,ARTWORK,675.0
2010-06-04,BOOK,36.95
2010-06-04,OCCASION,511.6800000000001
2010-06-07,ARTWORK,3380.0
2010-06-07,BOOK,43.9
2010-06-07,OCCASION,1200.4799999999993
2010-06-08,ARTWORK,2415.0
2010-06-08,OCCASION,19.68
2010-06-09,ARTWORK,1755.0
2010-06-09,BOOK,29.95
2010-06-09,OCCASION,686.5099999999996
2010-06-10,ARTWORK,2470.0
2010-06-10,BOOK,15.0
2010-06-10,OCCASION,373.9200000000001
2010-06-11,ARTWORK,1515.0
2010-06-11,BOOK,15.0
2010-06-11,OCCASION,215.92000000000004
2010-06-14,ARTWORK,8865.0
2010-06-14,OCCASION,472.3200000000001
2010-06-15,ARTWORK,6350.649999999995
2010-06-15,BOOK,22.0
2010-06-15,OCCASION,137.76000000000002
2010-06-16,ARTWORK,2156.6499999999996
2010-06-16,BOOK,25.95
2010-06-16,OCCASION,373.9200000000001
2010-06-17,ARTWORK,3633.7999999999997
2010-06-17,BOOK,322.5
2010-06-17,CALENDAR,287.19999999999993
2010-06-17,OCCASION,58.48
2010-06-18,ARTWORK,3638.7999999999997
2010-06-18,BOOK,3199.2999999999997
2010-06-18,CALENDAR,179.49999999999997
2010-06-18,OCCASION,77.6
2010-06-19,ARTWORK,0.0
2010-06-21,ARTWORK,5073.799999999999
2010-06-21,CALENDAR,107.7
2010-06-21,OCCASION,38.8
2010-06-22,ARTWORK,2579.3899999999994
2010-06-22,BOOK,0.0
2010-06-22,CALENDAR,17.95
2010-06-22,OCCASION,246.43000000000004
2010-06-23,ARTWORK,4191.649999999999
2010-06-23,OCCASION,235.60000000000002
2010-06-24,ARTWORK,1528.6000000000001
2010-06-24,BOOK,15.0
2010-06-24,OCCASION,157.44000000000003
2010-06-25,ARTWORK,722.8500000000001
2010-06-25,BOOK,179.10999999999996
2010-06-25,CALENDAR,17.95
2010-06-25,OCCASION,36.41
2010-06-26,ARTWORK,175.0
2010-06-28,ARTWORK,7726.9
2010-06-28,BOOK,161.35
2010-06-29,ARTWORK,7308.799999999999
2010-06-29,BOOK,65.8
2010-06-29,OCCASION,354.19000000000005
2010-06-30,ARTWORK,5270.0
2010-06-30,BOOK,15.0
2010-06-30,CALENDAR,53.849999999999994
2010-06-30,OCCASION,137.20000000000002
2010-07-01,ARTWORK,1985.95
2010-07-01,BOOK,24.9
2010-07-01,CALENDAR,53.849999999999994
2010-07-01,OCCASION,78.72
2010-07-02,ARTWORK,1670.95
2010-07-02,BOOK,366.3999999999998
2010-07-02,OCCASION,78.16
2010-07-06,ARTWORK,6755.0
2010-07-06,BOOK,132.45
2010-07-06,OCCASION,78.72
2010-07-07,ARTWORK,2477.8499999999995
2010-07-07,BOOK,215.04999999999993
2010-07-07,OCCASION,59.04
2010-07-08,ARTWORK,1280.0
2010-07-08,BOOK,59.75
2010-07-08,OCCASION,7.95
2010-07-09,ARTWORK,4310.0
2010-07-09,BOOK,129.45000000000002
2010-07-09,CALENDAR,17.95
2010-07-09,OCCASION,39.36
2010-07-12,ARTWORK,3521.1499999999983
2010-07-12,BOOK,14.95
2010-07-13,ARTWORK,1630.2100000000003
2010-07-13,BOOK,185.25000000000003
2010-07-13,CALENDAR,0.0
2010-07-13,OCCASION,97.84
2010-07-14,ARTWORK,3758.7999999999993
2010-07-14,BOOK,134.31
2010-07-14,OCCASION,59.04
2010-07-15,ARTWORK,4135.95
2010-07-15,BOOK,10.95
2010-07-15,CALENDAR,17.95
2010-07-15,OCCASION,78.72
2010-07-16,ARTWORK,3715.0
2010-07-16,BOOK,358.5999999999999
2010-07-16,OCCASION,7.95
2010-07-19,ARTWORK,3000.0
2010-07-19,OCCASION,196.8
2010-07-20,ARTWORK,2155.95
2010-07-20,BOOK,248.8099999999999
2010-07-20,OCCASION,216.43
2010-07-21,ARTWORK,3855.0
2010-07-21,BOOK,46.9
2010-07-21,CALENDAR,0.0
2010-07-21,OCCASION,39.36
2010-07-22,ARTWORK,1635.0
2010-07-22,OCCASION,97.78999999999999
2010-07-23,ARTWORK,2395.0
2010-07-23,BOOK,170.35
2010-07-23,OCCASION,78.16
2010-07-26,ARTWORK,3462.8499999999995
2010-07-26,BOOK,137.4
2010-07-26,OCCASION,167.44000000000003
2010-07-27,ARTWORK,2236.9
2010-07-27,BOOK,21.9
2010-07-27,OCCASION,137.76000000000002
2010-07-28,ARTWORK,3009.95
2010-07-28,BOOK,49.8
2010-07-28,OCCASION,157.44
2010-07-29,ARTWORK,2950.95
2010-07-29,BOOK,24.9
2010-07-29,OCCASION,235.60000000000002
2010-07-30,ARTWORK,940.0
2010-07-30,BOOK,218.99999999999991
2010-07-30,OCCASION,19.68
2010-08-02,ARTWORK,4905.0
2010-08-02,BOOK,200.35
2010-08-02,OCCASION,295.20000000000005
2010-08-03,ARTWORK,1860.95
2010-08-03,BOOK,73.7
2010-08-03,OCCASION,206.80000000000004
2010-08-04,ARTWORK,2255.0
2010-08-04,BOOK,51.9
2010-08-04,OCCASION,98.4
2010-08-05,ARTWORK,1570.0
2010-08-05,BOOK,21.9
2010-08-05,OCCASION,236.16000000000003
2010-08-06,ARTWORK,1762.5
2010-08-06,BOOK,32.849999999999994
2010-08-06,OCCASION,255.84000000000003
2010-08-09,ARTWORK,3210.75
2010-08-09,BOOK,46.849999999999994
2010-08-10,ARTWORK,2693.0499999999965
2010-08-10,BOOK,26.849999999999998
2010-08-10,OCCASION,727.5999999999998
2010-08-11,ARTWORK,2242.3500000000004
2010-08-11,BOOK,77.69999999999999
2010-08-11,OCCASION,177.12
2010-08-12,ARTWORK,804.95
2010-08-12,BOOK,37.67
2010-08-12,OCCASION,4047.4999999999914
2010-08-13,ARTWORK,735.0
2010-08-13,BOOK,36.849999999999994
2010-08-13,OCCASION,480.81
2010-08-16,ARTWORK,1760.0
2010-08-17,ARTWORK,2465.0
2010-08-17,OCCASION,893.4300000000003
2010-08-18,ARTWORK,921.9000000000001
2010-08-18,BOOK,91.65
2010-08-18,OCCASION,572.43
2010-08-19,ARTWORK,1577.8500000000001
2010-08-19,BOOK,45.8
2010-08-19,OCCASION,209.7
2010-08-20,ARTWORK,1265.0
2010-08-20,BOOK,27.9
2010-08-20,OCCASION,404.12999999999994
2010-08-23,ARTWORK,3435.0
2010-08-23,BOOK,293.6999999999999
2010-08-23,OCCASION,0.0
2010-08-24,ARTWORK,2904.2499999999977
2010-08-24,BOOK,126.45000000000002
2010-08-24,OCCASION,1516.090000000001
2010-08-25,ARTWORK,2070.0
2010-08-25,BOOK,176.0999999999999
2010-08-25,OCCASION,1040.1000000000006
2010-08-26,ARTWORK,2447.5999999999985
2010-08-26,BOOK,41.85
2010-08-26,OCCASION,344.56000000000006
2010-08-27,ARTWORK,854.7500000000001
2010-08-27,BOOK,79.65
2010-08-27,OCCASION,482.2999999999999
2010-08-30,ARTWORK,2435.0
2010-08-30,BOOK,36.9
2010-08-30,CALENDAR,17.95
2010-08-30,OCCASION,957.2200000000006
2010-08-31,ARTWORK,1498.8000000000002
2010-08-31,BOOK,76.65
2010-08-31,OCCASION,664.0500000000001
2010-09-01,ARTWORK,1411.9
2010-09-01,OCCASION,583.6200000000001
2010-09-02,ARTWORK,20.0
2010-09-02,BOOK,227.09999999999994
2010-09-02,OCCASION,255.84000000000003
2010-09-03,ARTWORK,1695.0
2010-09-03,BOOK,36.849999999999994
2010-09-03,OCCASION,1230.0300000000007
2010-09-07,ARTWORK,4224.749999999999
2010-09-07,BOOK,24.9
2010-09-07,OCCASION,520.17
2010-09-08,ARTWORK,817.8500000000001
2010-09-08,BOOK,24.9
2010-09-09,ARTWORK,3121.8999999999996
2010-09-09,BOOK,60.75
2010-09-09,OCCASION,197.12000000000003
2010-09-10,ARTWORK,565.0
2010-09-10,OCCASION,34.95
2010-09-11,ARTWORK,525.0
2010-09-13,ARTWORK,545.0
2010-09-13,OCCASION,157.44
2010-09-14,ARTWORK,1415.95
2010-09-14,BOOK,21.9
2010-09-14,OCCASION,1122.8100000000006
2010-09-15,ARTWORK,190.0
2010-09-15,OCCASION,34.95
2010-09-16,ARTWORK,1415.0
2010-09-16,BOOK,21.9
2010-09-16,OCCASION,537.48
2010-09-17,ARTWORK,1440.0
2010-09-17,BOOK,23.85
2010-09-17,OCCASION,143.65
2010-09-20,ARTWORK,605.4000000000001
2010-09-20,BOOK,45.8
2010-09-20,OCCASION,128.94
2010-09-21,ARTWORK,2145.0
2010-09-21,BOOK,54.75
2010-09-22,ARTWORK,955.0
2010-09-22,BOOK,10.95
2010-09-22,OCCASION,54.63
2010-09-23,ARTWORK,1670.0
2010-09-23,BOOK,115.50000000000001
2010-09-23,OCCASION,284.01
2010-09-24,ARTWORK,1110.0
2010-09-24,BOOK,36.0
2010-09-27,ARTWORK,1960.95
2010-09-27,BOOK,32.849999999999994
2010-09-27,OCCASION,268.73999999999995
2010-09-28,ARTWORK,570.0
2010-09-28,BOOK,8273.900000000001
2010-09-28,OCCASION,557.8000000000001
2010-09-29,ARTWORK,175.0
2010-09-30,ARTWORK,764.7000000000006
2010-09-30,BOOK,549.44
2010-09-30,OCCASION,238.2
2010-10-01,ARTWORK,430.0
2010-10-01,BOOK,393.0
2010-10-01,OCCASION,169.75
2010-10-04,ARTWORK,2985.95
2010-10-04,BOOK,21.9
2010-10-04,OCCASION,374.22999999999996
2010-10-05,ARTWORK,1050.0
2010-10-05,BOOK,60.85
2010-10-05,OCCASION,98.4
2010-10-06,ARTWORK,2327.85
2010-10-06,BOOK,82.69999999999999
2010-10-06,OCCASION,362.73999999999995
2010-10-07,ARTWORK,2095.0
2010-10-07,BOOK,340.69999999999993
2010-10-07,OCCASION,362.73
2010-10-08,ARTWORK,391.9
2010-10-08,OCCASION,703.7400000000002
2010-10-11,ARTWORK,2075.0
2010-10-11,BOOK,25595.660000000003
2010-10-11,OCCASION,49.36
2010-10-12,ARTWORK,700.0
2010-10-12,BOOK,2425.7999999999997
2010-10-12,OCCASION,367.13999999999993
2010-10-13,ARTWORK,2165.0
2010-10-13,OCCASION,391.23
2010-10-14,ARTWORK,770.95
2010-10-14,BOOK,10579.02
2010-10-14,OCCASION,847.5400000000001
2010-10-15,ARTWORK,390.0
2010-10-15,BOOK,5527.12
2010-10-15,OCCASION,34.95
2010-10-17,ARTWORK,175.0
2010-10-18,ARTWORK,590.0
2010-10-18,BOOK,1588.9
2010-10-18,OCCASION,178.60000000000002
2010-10-19,ARTWORK,395.95
2010-10-19,BOOK,1799.2
2010-10-19,OCCASION,391.22999999999996
2010-10-20,ARTWORK,535.0
2010-10-20,BOOK,808.5
2010-10-20,OCCASION,340.96000000000004
2010-10-21,ARTWORK,1070.0
2010-10-21,BOOK,1222.4
2010-10-21,OCCASION,263.77
2010-10-22,ARTWORK,350.0
2010-10-22,BOOK,473.7
2010-10-22,OCCASION,98.4
2010-10-23,ARTWORK,31.9
2010-10-25,ARTWORK,370.0
2010-10-25,BOOK,722.7
2010-10-25,CALENDAR,35.9
2010-10-26,ARTWORK,495.0
2010-10-26,BOOK,132.0
2010-10-26,OCCASION,375.96000000000004
2010-10-27,ARTWORK,635.0
2010-10-27,BOOK,117.0
2010-10-27,OCCASION,0.0
2010-10-28,ARTWORK,380.0
2010-10-28,BOOK,470.85
2010-10-28,OCCASION,168.3
2010-10-28,OTHER,0.0
2010-10-29,ARTWORK,205.0
2010-10-29,BOOK,269.2
2010-10-29,OCCASION,58.48
2010-10-30,BOOK,22.5
2010-11-01,ARTWORK,2695.0
2010-11-01,BOOK,518.3499999999999
2010-11-01,OCCASION,103.99
2010-11-02,ARTWORK,6716.5
2010-11-02,BOOK,312.8
2010-11-02,OTHER,37.98
2010-11-03,ARTWORK,3630.0
2010-11-03,BOOK,1502.3000000000002
2010-11-03,CALENDAR,17.95
2010-11-03,OCCASION,281.09999999999997
2010-11-03,OTHER,91.94999999999999
2010-11-04,ARTWORK,1475.0
2010-11-04,BOOK,996.5
2010-11-04,OCCASION,318.0
2010-11-04,OTHER,17.99
2010-11-05,ARTWORK,1715.0
2010-11-05,BOOK,214.85
2010-11-05,OCCASION,19.68
2010-11-05,OTHER,17.99
2010-11-08,ARTWORK,6912.849999999999
2010-11-08,BOOK,796.95
2010-11-08,OCCASION,178.55
2010-11-08,OTHER,8337.079999999989
2010-11-09,ARTWORK,4295.0
2010-11-09,BOOK,336.4
2010-11-10,ARTWORK,4265.449999999998
2010-11-10,BOOK,1120.8000000000002
2010-11-10,OCCASION,49.36
2010-11-11,ARTWORK,2560.95
2010-11-11,BOOK,1367.9000000000003
2010-11-11,OCCASION,92.87
2010-11-11,OTHER,17.99
2010-11-12,ARTWORK,4002.55
2010-11-12,BOOK,817.81
2010-11-12,OCCASION,19.12
2010-11-12,OTHER,729.92
2010-11-15,ARTWORK,3615.0
2010-11-15,BOOK,1211.7500000000016
2010-11-15,OCCASION,264.33000000000004
2010-11-15,OTHER,0.0
2010-11-16,ARTWORK,3860.0
2010-11-16,BOOK,816.1500000000003
2010-11-16,OCCASION,34.95
2010-11-17,ARTWORK,2220.0
2010-11-17,BOOK,76.0
2010-11-17,OTHER,102.0
2010-11-18,ARTWORK,4382.65
2010-11-18,BOOK,1103.2000000000003
2010-11-19,ARTWORK,1111.9
2010-11-19,BOOK,2540.4899999999984
2010-11-19,OCCASION,306.06
2010-11-19,OTHER,17.99
2010-11-20,ARTWORK,1245.0
2010-11-22,ARTWORK,3706.8999999999996
2010-11-22,BOOK,2363.399999999999
2010-11-22,OCCASION,486.4
2010-11-22,OTHER,397.94000000000005
2010-11-23,ARTWORK,1354.2500000000005
2010-11-23,BOOK,3197.959999999997
2010-11-23,OCCASION,34.95
2010-11-24,ARTWORK,2090.95
2010-11-24,BOOK,28865.22000000002
2010-11-24,OCCASION,255.84
2010-11-24,OTHER,964.0
2010-11-25,ARTWORK,700.0
2010-11-26,ARTWORK,337.5999999999999
2010-11-26,BOOK,1597.2500000000002
2010-11-26,OCCASION,128.94
2010-11-26,OTHER,93.94999999999999
2010-11-27,ARTWORK,360.75
2010-11-27,BOOK,487.45
2010-11-29,ARTWORK,9964.0
2010-11-29,BOOK,2352.9100000000003
2010-11-29,OCCASION,19.68
2010-11-29,OTHER,77.96
2010-11-30,ARTWORK,1020.0
2010-11-30,BOOK,954.7000000000002
2010-11-30,OCCASION,74.31
2010-11-30,OTHER,255.0
2010-12-01,ARTWORK,420.0
2010-12-01,BOOK,3568.449999999997
2010-12-01,OCCASION,132.74
2010-12-01,OTHER,5712.849999999992
2010-12-02,ARTWORK,1810.0
2010-12-02,BOOK,926.2000000000005
2010-12-02,OCCASION,54.7
2010-12-02,OTHER,317.95
2010-12-03,ARTWORK,1355.0
2010-12-03,BOOK,1616.7000000000016
2010-12-03,CALENDAR,17.95
2010-12-03,OCCASION,39.370000000000005
2010-12-03,OTHER,2319.59
2010-12-04,ARTWORK,175.0
2010-12-04,BOOK,873.0
2010-12-05,ARTWORK,57.849999999999994
2010-12-05,BOOK,22.45
2010-12-06,ARTWORK,676.9
2010-12-06,BOOK,2990.5499999999993
2010-12-06,OTHER,267.97
2010-12-07,ARTWORK,2163.8
2010-12-07,BOOK,2169.119999999999
2010-12-07,OCCASION,204.43
2010-12-07,OTHER,241.98
2010-12-08,ARTWORK,695.0
2010-12-08,BOOK,1632.3500000000004
2010-12-08,OCCASION,34.95
2010-12-08,OTHER,1126.88
2010-12-09,ARTWORK,4310.95
2010-12-09,BOOK,3187.5099999999993
2010-12-09,OCCASION,278.74999999999994
2010-12-09,OTHER,3646.0799999999967
